Keyword,Difficulty,Position,"Previous position","Position Serp Features","Search vol.","Search intent","SERP features",Competition,CPC,URL,Traffic,"Traffic share","Traffic cost"
"cheek tint",43,2,1,,8100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/makeup/lips/lip-stain/c/253,681,0.01,13.62
"rose water",61,7,4,,60500,"L, C","Reviews, Video, People also ask, Images, Shopping results, GMB, Related searches, Image",0.99,0.02,https://www.nykaa.com/skin/toners-mists/rose-water/c/25749,680,0.01,13.61
"best salicylic acid face wash",52,2,2,Image,8100,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",1,0.01,https://www.nykaa.com/dp/salicylic-acid-face-wash,679,0.01,6.79
"nykaa customer care number",73,4,4,,18100,I,"Reviews, People also ask, Knowledge graph, Knowledge card, Related searches",0,0.19,https://www.nykaa.com/policy,679,0.01,129.08
dyson,74,7,5,Image,74000,C,"Reviews, Sitelinks, Video, People also ask, Images, Top Ads, Shopping results, See results about, Related searches, Image",0.99,0.03,https://www.nykaa.com/luxe/brands/dyson/c/8702,678,0.01,20.36
"nykaa first order coupon code",54,1,1,,2400,I,"Reviews, Video, People also ask, Images, Related searches, Image",0.22,0.28,https://www.nykaa.com/coupons-offers,678,0.01,190
"salicylic acid serum",67,9,6,,74000,C,"Reviews, People also ask, Images, Bottom Ads, Shopping results, Related searches",1,0.02,https://www.nykaa.com/dp/salicylic-acid-serum,675,0.01,13.5
"cerave moisturizer",69,5,6,,49500,C,"Reviews, Sitelinks, Video, People also ask, Images, Top Ads, Shopping results, Related searches",1,0.02,https://www.nykaa.com/brands/cerave/c/55160,674,0.01,13.48
"bold care",82,9,8,Image,90500,C,"Reviews, Sitelinks, Video, People also ask, Shopping results, See results about, Related searches, Image",1,0.01,https://www.nykaa.com/brands/boldcare/c/17031,673,0.01,6.74
"bracelets for women",55,23,32,Reviews,201000,C,"Reviews, Bottom Ads, Shopping results, See results about, Related searches, Image",1,0.03,https://www.nykaa.com/jewellery-accessories/bracelets-bangles/bracelets/c/11380,670,0.01,20.11
necklace,55,24,30,Image,201000,C,"Reviews, Top stories, Images, Shopping results, See results about, Related searches, Image",1,0.05,https://www.nykaa.com/jewellery-accessories/necklaces/c/11371,670,0.01,33.52
"men's facial kit",63,4,5,,14800,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.01,https://www.nykaa.com/dp/facial-kits-for-men,669,0.01,6.7
comb,58,7,7,,60500,I,"Reviews, Video, People also ask, Knowledge graph, Related searches, Image",0.93,0.01,https://www.nykaa.com/hair-care/tools-and-accessories/hair-combs/c/361,667,0.01,6.68
"cetaphil moisturizing",64,12,16,"Reviews, Image",165000,C,"Reviews, People also ask, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/cetaphil-moisturising-lotion-for-dry-to-normal-sensitive-skin/p/12999624,667,0.01,20.04
artment,78,13,39,,165000,"L, C","Reviews, Sitelinks, Video, Images, Top Ads, Shopping results, GMB, Related searches, Image, Sites",0.19,0.17,https://www.nykaa.com/brands/the-artment/c/21585,667,0.01,113.55
"ysl libre",51,2,2,"Reviews, Image",6600,C,"Reviews, Video, People also ask, Images, Knowledge graph, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/yves-saint-laurent-libre-eau-de-parfum/p/709516,666,0.01,20
"joy sunscreen",76,3,4,Reviews,14800,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.98,0.01,https://www.nykaa.com/dp/joy-sunscreen,665,0.01,6.65
"face wax",78,2,4,,14800,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.97,0.01,https://www.nykaa.com/dp/face-wax,665,0.01,6.65
"maybelline concealer",75,3,3,"Reviews, Image",14800,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.09,https://www.nykaa.com/maybelline-new-york-instant-age-rewind-concealer/p/189967,665,0.01,59.89
"wavy hair",63,6,11,,33100,I,"Reviews, Video, People also ask, Images, Related searches, Image",0,0.29,https://www.nykaa.com/hair-care/shop-by-hair-type/curly-wavy/c/346,661,0.01,191.79
"jo malone perfume",48,2,2,,8100,C,"Reviews, Video, People also ask, Images, Shopping results, See results about, Related searches, Image",1,0.01,https://www.nykaa.com/luxe/brands/jo-malone-london/c/15636,659,0.01,6.6
mcaffeine,78,12,,"Reviews, Image",165000,C,"Reviews, Sitelinks, Video, People also ask, Knowledge graph, Top Ads, Shopping results, Related searches, Image",0.94,0.12,https://www.nykaa.com/mcaffeine-coffee-under-eye-cream-for-dark-circle-puffiness-reduction-with-vitamin-e/p/7292096,657,0.01,78.87
"nude nail polish",66,3,4,,12100,C,"Reviews, Video, Shopping results, Related searches, Image",0.97,0.02,https://www.nykaa.com/editor-s-choice/best-nude-nail-polish-online-sale/c/7062,657,0.01,13.15
"nose ring",56,14,24,,165000,C,"Reviews, Images, Shopping results, Related searches, Image",0.98,0.02,https://www.nykaa.com/jewellery-accessories/nose-rings/c/11392,657,0.01,13.15
curlers,49,3,2,,9900,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/hair-care/tools-and-accessories/rollers-curlers/c/363,657,0.01,13.15
reebok,79,12,23,,165000,C,"Reviews, Sitelinks, Video, Knowledge graph, Shopping results, Related searches, Image",0.56,0.01,https://www.nykaa.com/brands/reebok/c/15545,657,0.01,6.57
"cetaphil moisturizer",65,14,15,"Reviews, Image",165000,C,"Reviews, Sitelinks, People also ask, Images, Bottom Ads, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/cetaphil-moisturising-lotion-for-dry-to-normal-sensitive-skin/p/12999624,657,0.01,19.72
"nail art designs",95,12,11,Image,165000,I,"Reviews, Video, Related searches, Image",0.05,0.24,https://www.nykaa.com/beauty-blog/nail-art-designs-for-your-next-manicure/,657,0.01,157.74
bioderma,70,4,5,,18100,C,"Reviews, Sitelinks, Video, People also ask, Top Ads, Shopping results, Related searches, Image",1,0.06,https://www.nykaa.com/brands/bioderma/c/980,656,0.01,39.36
payals,66,9,9,Image,110000,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Image",0.17,0.07,https://www.nykaa.com/jewellery-accessories/anklets-toe-rings/payals/c/15848,656,0.01,45.98
moroccanoil,86,3,6,,14800,C,"Reviews, Sitelinks, Video, People also ask, Images, Bottom Ads, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/luxe/brands/moroccanoil/c/2734,655,0.01,19.66
"aroma magic sunscreen",68,5,7,"Reviews, Image",22200,C,"Reviews, Video, People also ask, Bottom Ads, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/aroma-magic-sunblock-lotion/p/13417,651,0.01,13.02
"anti aging night cream",55,2,2,Image,4400,C,"Reviews, People also ask, Shopping results, Related searches, Image",0,0,https://www.nykaa.com/skin/moisturizers/night-cream/c/8395,650,0.01,0
"best highlighter",69,2,1,Reviews,5400,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.98,0.09,https://www.nykaa.com/makeup/face/face-illuminator/c/237,650,0.01,58.56
"nail art",89,13,21,,165000,"L, C","Local pack, Reviews, Video, People also ask, Related searches, Image",0.15,0.02,https://www.nykaa.com/makeup/nails/nail-art-kits/c/256,646,0.01,12.93
"best sulfate free shampoo",53,2,6,,4400,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/dp/sulfate-free-shampoo,646,0.01,12.94
"bath and body works",86,14,,"Reviews, Image",165000,C,"Reviews, Video, People also ask, Top Ads, Shopping results, See results about, Related searches, Image",0.97,0.04,https://www.nykaa.com/bath-body-works-into-the-night-fine-fragrance-mist/p/1125417,646,0.01,25.86
"ponds face wash",70,10,10,"Reviews, Image",90500,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/ponds-white-beauty-spot-less-fairness-face-wash/p/543423,645,0.01,12.91
"whisper period panty",79,4,3,Reviews,14800,C,"Reviews, People also ask, Bottom Ads, Shopping results, Related searches",0.98,0.02,https://www.nykaa.com/whisper-bindazzz-nights-period-panties-pack-of-6-pants/p/4240690,644,0.01,12.9
"face tanning",56,2,1,,8100,I,"Featured snippets, Reviews, Video, People also ask, Related searches",0.1,0.02,https://www.nykaa.com/skin/shop-by-concern/face-tan/c/8446,643,0.01,12.87
"manforce condom",83,8,7,"Reviews, Image",74000,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.97,0.16,https://www.nykaa.com/brands/manforce/c/16756,643,0.01,102.98
"ponds serum",75,4,6,"Reviews, Image",14800,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.01,https://www.nykaa.com/ponds-bright-beauty-anti-pigmentation-serum/p/13068051,642,0.01,6.43
"ethiglo face wash",62,11,17,"Reviews, Image",110000,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/ethiglo-skin-lightening-face-wash/p/13644130,639,0.01,12.79
"remove tan",77,5,2,,33100,C,"Featured snippets, Reviews, Video, People also ask, Shopping results, Related searches",0.95,0.02,https://www.nykaa.com/beauty-blog/how-to-remove-tan-using-simple-home-remedies/,639,0.01,12.79
"face cream",57,6,5,,40500,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/skin/moisturizers/face-moisturizer-day-cream/c/8394,636,0.01,12.74
"hair removal wax",57,3,6,,8100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.97,0.01,https://www.nykaa.com/bath-body/female-grooming/wax-wax-strips/c/25323,635,0.01,6.36
wildcraft,84,13,16,Image,165000,"L, C","Local pack, Reviews, Sitelinks, Video, Knowledge graph, Shopping results, Related searches, Image",0.99,0.09,https://www.nykaa.com/brands/wildcraft/c/13595,635,0.01,57.23
"niacinamide serum",48,16,12,"Reviews, Image",165000,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/the-ordinary-niacinamide-10percent-zinc-1percent/p/15707745,635,0.01,12.72
"rose water toner",42,2,1,,8100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/skin/toners-mists/rose-water/c/25749,634,0.01,12.7
"clay mask",43,2,5,,8100,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/editor-s-choice/best-clay-masks-online-sale/c/6905,634,0.01,12.69
"face wipes",41,1,2,,8100,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",0.97,0.01,https://www.nykaa.com/skin/cleansers/face-wipes/c/8382,634,0.01,6.35
"natural face wash",40,2,1,,8100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.06,https://www.nykaa.com/natural/skin/face-wash/c/9566,634,0.01,38.09
"glossy lipstick",51,1,2,,8100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/dp/glossy-lipstick,634,0.01,12.7
"sanitary napkin pads",77,7,12,Image,74000,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.96,0.02,https://www.nykaa.com/bath-body/feminine-hygiene/sanitary-napkins/c/391,634,0.01,12.69
"perfume in india",44,1,1,,4400,"L, C","Local pack, Reviews, Video, Bottom Ads, Shopping results, See results about, Videos Block, Related searches",0.9,0.11,https://www.nykaa.com/fragrance/c/53,634,0.01,69.83
"kojic acid soap",54,6,7,"Reviews, Image",40500,C,"Reviews, Video, People also ask, Images, Shopping results, Videos Block, Related searches, Image",0.99,0.02,https://www.nykaa.com/the-derma-co-kojic-acid-glutathione-daily-syndet-soap-with-kojic-acid-for-skin-brightening/p/6069412,633,0.01,12.68
"bella vita luxury perfume",64,6,8,Image,27100,C,"Reviews, Video, People also ask, Top Ads, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/brands/bella-vita-organic/c/7469,633,0.01,19.01
"best rosemary oil",52,2,2,"Reviews, Image",4400,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/natural/top-search/rosemary-oil/c/9988,632,0.01,12.65
"under eye mask",50,1,2,,4400,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/skin/eye-care/eye-masks/c/8406,632,0.01,12.65
iykyk,86,5,4,,33100,I,"Reviews, Video, People also ask, Images, Knowledge graph, Related searches",0.01,0,https://www.nykaa.com/brands/iykyk-by-nykaa-fashion/c/22716,632,0.01,0
"victoria's secret",81,25,,"Reviews, Image",201000,"L, C","Local pack, Reviews, Video, People also ask, Bottom Ads, Shopping results, See results about, Related searches, Image",0.97,0.05,https://www.nykaa.com/victoria-s-secret-fragrance-mist-pure-seduction/p/10787454,631,0.01,31.57
"neutrogena moisturizer",75,5,7,,22200,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/brands/neutrogena/moisturizer/c/6400,631,0.01,12.62
"office handbags for women",53,2,6,Reviews,5400,C,"Reviews, Video, Bottom Ads, Shopping results, Related searches, Image",1,0.01,https://www.nykaa.com/office-bags/c/10193,627,0.01,6.28
"pigmentation cream",54,6,7,,33100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/dp/pigmentation-cream,625,0.01,12.5
oud,53,3,6,Image,14800,I,"Featured snippets, Reviews, People also ask, Knowledge graph, Related searches, Image",0.68,0.13,https://www.nykaa.com/fragrance/shop-by-fragrance-family/oud-collection/c/18318,625,0.01,81.31
vixen,84,15,31,Reviews,165000,I,"Featured snippets, Reviews, Video, People also ask, Knowledge graph, Related searches",0,0,https://www.nykaa.com/so-fragrance-smooch-vixen-edp/p/7659470,625,0.01,0
"kay beauty lipstick",57,2,3,"Reviews, Image",6600,C,"Reviews, Video, Images, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/kay-matteinee-lip-crayon/p/573181,622,0.01,18.69
"da milano bags",64,6,7,Image,33100,C,"Reviews, Sitelinks, Video, Top Ads, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/brands/da-milano/c/9343,621,0.01,12.42
"shampoo for dry frizzy hair",47,2,4,Image,4400,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/hair-care/shop-by-concern/dry-frizzy-hair/c/2046,621,0.01,12.42
neutrogena,81,5,4,,33100,C,"Reviews, Sitelinks, Video, People also ask, Shopping results, Related searches, Image",0.99,0.03,https://www.nykaa.com/brands/neutrogena/c/649,621,0.01,18.63
"fit me foundation",72,7,10,"Reviews, Image",49500,C,"Reviews, Video, Images, Knowledge graph, Shopping results, Related searches, Image",1,0.11,https://www.nykaa.com/maybelline-new-york-fit-me-matte-poreless-liquid-foundation-tube/p/408011,621,0.01,68.38
sindoor,77,4,2,Image,22200,I,"Reviews, Video, People also ask, Knowledge graph, Related searches, Image",0.54,0.02,https://www.nykaa.com/makeup/face/sindoor/c/220,620,0.01,12.42
saturday,93,26,12,,201000,I,"Reviews, Video, People also ask, Knowledge graph, Related searches",0,0,https://www.nykaa.com/luxe/brands/saturday-skin/c/24878,618,0.01,0
aqualogica,79,27,33,Reviews,201000,C,"Reviews, Sitelinks, Video, People also ask, Images, Top Ads, Shopping results, Related searches, Image",1,0.14,https://www.nykaa.com/aqualogica-glow-dewy-sunscreen-with-papaya-vitamin-c/p/10593377,618,0.01,86.56
clinique,70,4,5,Image,18100,C,"Reviews, Sitelinks, Video, People also ask, Knowledge graph, Shopping results, Related searches, Image",0.97,0.12,https://www.nykaa.com/luxe/brands/clinique/c/3814,617,0.01,74.1
"ponds moisturiser",69,8,13,"Reviews, Image",74000,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.99,0.01,https://www.nykaa.com/ponds-super-light-gel-moisturiser/p/502719,617,0.01,6.17
"bioderma face wash",70,6,6,"Reviews, Image",27100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/bioderma-sebium-gel-moussant/p/886167,616,0.01,18.49
"women's watch brands",65,10,12,,74000,C,"Reviews, Video, Shopping results, Related searches, Image",1,0.01,https://www.nykaa.com/jewellery-accessories/watches/women-s-watches/c/11397,616,0.01,6.16
"moisturizer cream for dry skin",61,1,1,,6600,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/skin/moisturizers/face-moisturizer-day-cream/c/8394,616,0.01,18.48
"himalaya neem face wash",75,6,6,,27100,C,"Reviews, Video, People also ask, Knowledge graph, Bottom Ads, Shopping results, Related searches",0.98,0.01,https://www.nykaa.com/dp/himalaya-face-wash,616,0.01,6.16
tampons,86,16,15,,165000,C,"Reviews, People also ask, Knowledge graph, Shopping results, Related searches",0.52,0.02,https://www.nykaa.com/bath-body/feminine-hygiene/tampons/c/1816,614,0.01,12.29
"fossil watch",75,18,13,Reviews,165000,C,"Reviews, Sitelinks, Video, People also ask, Images, Knowledge graph, Top Ads, Shopping results, Related searches, Image",1,0.01,https://www.nykaa.com/brands/fossil/c/11963,614,0.01,6.14
"bata shoes",83,18,43,,165000,C,"Reviews, Sitelinks, Video, Images, Knowledge graph, Top Ads, Shopping results, Related searches, Image",0.97,0.01,https://www.nykaa.com/brands/bata/c/24339,614,0.01,6.14
